objectid,filename,youtubeid,vimeoid,title,format,description,creator,recipient,date,item_information,subject,location,latitude,longitude,source,identifier,rights,rightsstatement,type,culture
coll037,37,,,"Votive slip folio 6 verso 3, NE1184.35.N67 v.17",image/jpg,"Single-unit votive slip with double black border. Dark green, brown, and black vertical striped background. Two matchbox cover designs with white text along bottom edge. Kabuki figure below image with text.",Unknown,,Taishō period (1912-1926),single-page; print,Foxes,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",NE1184_35_N67_v17_013c,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll038,38,,,"Votive slip folio 11 verso 2, NE1184.35.N67 v.11",image/jpg,"Two-unit votive slip with double black border. Light green background with fabric swatches, labeled. Black text. Two white slips with black text in bottom right corner.",Unknown,,"Meiji period (1868-1912), August 1889",single-page; print,Foxes,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",NE1184_35_N67_v11_023b,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll039,39,,,Netsuke of Traveler or Fox Demon with moving tongue,image/jpg,,Unknown,,"Edo (Tokugawa) period (1615-1868), 19th century?",netsuke; ivory,Foxes,Japan,35.6762,139.6503,"Murray Warner Collection of Oriental Art, Jordan Schnitzer Museum of Art.

Link to item page on Jordan Schnitzer Museum of Art website",MWJ1:50,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll040,40,,,Netsuke (Toggle Weight) of Sleeping Boy with Festival Drum and Fox Mask,image/jpg,,Toshihisa,,Edo (Tokugawa) period (1615-1868)?,netsuke; wood,Foxes,Japan,35.6762,139.6503,"Murray Warner Collection of Oriental Art, Jordan Schnitzer Museum of Art.

Link to item page on Jordan Schnitzer Museum of Art website",MWJ1:10,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll041,41,,,"Votive slip folio 10 verso 1, 769.952.C685 v.6",image/jpg,"Two-unit votive slip with black border. Black and white palette. Image of fox underneath gate shrine with pasted slips. Shrine repeats in pattern that extends into distance, creating illusion of recessed space.",Unknown,,Unknown,single-page; print,Foxes,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v6_0021a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll042,42,,,"Votive slip folio 12 recto 1, 769.952.C685 v.5",image/jpg,Two-unit votive slip with double black border. Fox mask and decorative objects. Black text in upper left. Two white slips with black text in lower left.,Unknown,,Unknown,single-page; print,Foxes; Masks,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v5_026ar,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll043,43,,,"Folio 1 verso, unfolded and revealed slips, 769.952.C685 v.5",image/jpg,"Multiple votive slips on page. View of unfolded and previously hidden slips. Previously covered top left is two-unit black and white slip with image of fox underneath shrine gate. Unfolded lower left is four-unit slip with thick black text and smaller slip at center. Lower right two-unit slip is black and white with female and male figure sitting, multiple slips floating in air above.",Unknown,,Unknown,multi-page; print,Foxes; Inari,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v5_003ar,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll044,44,,,"Votive slip folio 39 verso 2, 769.952.C685 v.38",image/jpg,Single-unit votive slip with double black border. Two white fox figurines with black text at top. Female in purple kimono riding white animal.,Unknown,,Unknown,single-page; print,Foxes; Inari,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v38_0079b,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll045,45,,,"Votive slip folio 33 verso 6, 769.952.C685 v.38",image/jpg,Single-unit votive slip with double black border. Two white fox figurines with black text at top. Figure moving in blue with black hat.,Unknown,,Unknown,single-page; print,Foxes; Inari,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v38_0067f,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll046,46,,,"Votive slip folio 32 recto 4, 769.952.C685 v.38",image/jpg,Single-unit votive slip with double black border. Two white fox figurines with black text at top. Puppeteers.,Unknown,,Unknown,single-page; print,Foxes,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v38_0066d,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll047,47,,,"Votive slip folio 31 recto 6, 769.952.C685 v.38",image/jpg,Single-unit votive slip with double black border. Two white fox figurines with black text at top. Fan and white animal mask.,Unknown,,Unknown,single-page; print,Foxes,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v38_0064f,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
